code
752.0
792.0
868.0
897.0
911.0
2005.0
2021.0
2086.0
2089.0
2143.0
2175.0
2190.0
2210.0
2220.0
2290.0
2333.0
2356.0
2359.0
2420.0
2450.0
2477.0
2499.0
2501.0
2569.0
2586.0
2629.0
2642.0
2684.0
2692.0
2711.0
2716.0
2766.0
2872.0
600119.0
600186.0
600290.0
600396.0
600485.0
600518.0
600526.0
600595.0
600652.0
600666.0
600687.0
600726.0
600856.0
601113.0
601258.0
603779.0
603810.0
603996.0
300224.0
300141.0
2213.0
603520.0
2202.0
2594.0
600502.0
601669.0
601611.0
601618.0
2062.0
600820.0
600853.0
33.0
600926.0
2162.0
600963.0
600971.0
600624.0
603366.0
922.0
738.0
552.0
2606.0
600765.0
600862.0
931.0
2065.0
600562.0
300020.0
600444.0
2006.0
601179.0
812.0
600360.0
300147.0
600170.0
601789.0
601390.0
2193.0
601218.0
2313.0
600588.0
586.0
2014.0
2603.0
300019.0
600919.0
600908.0
35.0
836208.0
2611.0
600448.0
2045.0
600839.0
600372.0
2743.0
300001.0
2341.0
300115.0
900910.0
2526.0
2123.0
2816.0
600811.0
300249.0
600130.0
2276.0
601598.0
300555.0
2745.0
300091.0
600390.0
600661.0
600006.0
404.0
78.0
601186.0
2786.0
758.0
300007.0
300293.0
603703.0
2284.0
600521.0
2358.0
2554.0
600903.0
2051.0
603018.0
300284.0
300237.0
300274.0
601727.0
600038.0
603828.0
597.0
2863.0
300045.0
2097.0
300178.0
603322.0
2731.0
2751.0
2589.0
300381.0
2066.0
900920.0
600841.0
603861.0
710.0
2876.0
