"Symbol","ShortName","ListedDate","InstitutionID","CoFullName","IndustryCode","IndustryName","FirstSTDate","FirstSTReason","SurvivalTimeofFirstST"
"002870","香山股份","2017-05-15","10147077","广东香山衡器集团股份有限公司","C36","汽车制造业","","",""
"002871","伟隆股份","2017-05-11","10147088","青岛伟隆阀门股份有限公司","C34","通用设备制造业","","",""
"002872","ST 天圣","2017-05-19","10147128","天圣制药集团股份有限公司","F51","批发业","2019-04-29","审计否定","1.95"
"002873","新天药业","2017-05-19","10102562","贵阳新天药业股份有限公司","C27","医药制造业","","",""
"002875","安奈儿","2017-06-01","10145503","深圳市安奈儿股份有限公司","C18","纺织服装、服饰业","","",""
"002876","三利谱","2017-05-25","10147102","深圳市三利谱光电科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002877","智能自控","2017-06-05","10233163","无锡智能自控工程股份有限公司","C40","仪器仪表制造业","","",""
"002878","元隆雅图","2017-06-06","10146257","北京元隆雅图文化传播股份有限公司","L72","商务服务业","","",""
"002879","长缆科技","2017-07-07","10259852","长缆科技集团股份有限公司","C38","电气机械及器材制造业","","",""
"002880","卫光生物","2017-06-16","10373574","深圳市卫光生物制品股份有限公司","C27","医药制造业","","",""
"002881","美格智能","2017-06-22","10372530","美格智能技术股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002882","金龙羽","2017-07-17","10146363","金龙羽集团股份有限公司","C38","电气机械及器材制造业","","",""
"002883","中设股份","2017-06-20","10307332","江苏中设集团股份有限公司","M74","专业技术服务业","","",""
"002884","凌霄泵业","2017-07-11","10258261","广东凌霄泵业股份有限公司","C34","通用设备制造业","","",""
"002885","京泉华","2017-06-27","10341515","深圳市京泉华科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002886","沃特股份","2017-06-27","10373572","深圳市沃特新材料股份有限公司","C29","橡胶和塑料制品业","","",""
"002887","绿茵生态","2017-08-01","10244890","天津绿茵景观生态建设股份有限公司","N77","生态保护和环境治理业","","",""
"002888","惠威科技","2017-07-21","10371432","广东惠威电声科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002889","东方嘉盛","2017-07-31","104679","深圳市东方嘉盛供应链股份有限公司","L72","商务服务业","","",""
"002890","弘宇股份","2017-08-02","10323617","山东弘宇精机股份有限公司","C35","专用设备制造业","","",""
"002891","中宠股份","2017-08-21","10376451","烟台中宠食品股份有限公司","C13","农副食品加工业","","",""
"002892","科力尔","2017-08-17","10376850","科力尔电机集团股份有限公司","C38","电气机械及器材制造业","","",""
"002893","京能热力","2017-09-15","10408058","北京京能热力股份有限公司","D44","电力、热力生产和供应业","","",""
"002895","川恒股份","2017-08-25","10376498","贵州川恒化工股份有限公司","C26","化学原料及化学制品制造业","","",""
"002896","中大力德","2017-08-29","10380980","宁波中大力德智能传动股份有限公司","C34","通用设备制造业","","",""
"002897","意华股份","2017-09-07","10376499","温州意华接插件股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002898","赛隆药业","2017-09-12","10372532","赛隆药业集团股份有限公司","C27","医药制造业","","",""
"002899","英派斯","2017-09-15","10380982","青岛英派斯健康科技股份有限公司","C24","文教、工美、体育和娱乐用品制造业","","",""
"002900","哈三联","2017-09-22","10366821","哈尔滨三联药业股份有限公司","C27","医药制造业","","",""
"002901","大博医疗","2017-09-22","10371572","大博医疗科技股份有限公司","C35","专用设备制造业","","",""
"002902","铭普光磁","2017-09-29","10147130","东莞铭普光磁股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002903","宇环数控","2017-10-13","10381031","宇环数控机床股份有限公司","C34","通用设备制造业","","",""
"002905","金逸影视","2017-10-16","10113820","广州金逸影视传媒股份有限公司","R86","广播、电视、电影和影视录音制作业","","",""
"002906","华阳集团","2017-10-13","10146041","惠州市华阳集团股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002907","华森制药","2017-10-20","10375344","重庆华森制药股份有限公司","C27","医药制造业","","",""
"002908","德生科技","2017-10-20","10315254","广东德生科技股份有限公司","I65","软件和信息技术服务业","","",""
"002909","集泰股份","2017-10-26","10314291","广州集泰化工股份有限公司","C26","化学原料及化学制品制造业","","",""
"002910","庄园牧场","2017-10-31","10121481","兰州庄园牧场股份有限公司","C14","食品制造业","","",""
"002911","佛燃能源","2017-11-22","10102679","佛燃能源集团股份有限公司","D45","燃气生产和供应业","","",""
"002912","中新赛克","2017-11-21","10334499","深圳市中新赛克科技股份有限公司","I65","软件和信息技术服务业","","",""
"002913","奥士康","2017-12-01","10384577","奥士康科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002915","中欣氟材","2017-12-05","10130613","浙江中欣氟材股份有限公司","C26","化学原料及化学制品制造业","","",""
"002916","深南电路","2017-12-13","10130511","深南电路股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002917","金奥博","2017-12-08","10373666","深圳市金奥博科技股份有限公司","C26","化学原料及化学制品制造业","","",""
"002918","蒙娜丽莎","2017-12-19","10379342","蒙娜丽莎集团股份有限公司","C30","非金属矿物制品业","","",""
"002919","名臣健康","2017-12-18","10380978","名臣健康用品股份有限公司","C26","化学原料及化学制品制造业","","",""
"002920","德赛西威","2017-12-26","10329381","惠州市德赛西威汽车电子股份有限公司","C36","汽车制造业","","",""
"002921","联诚精密","2017-12-27","10312537","山东联诚精密制造股份有限公司","C33","金属制品业","","",""
"002922","伊戈尔","2017-12-29","10102109","伊戈尔电气股份有限公司","C38","电气机械及器材制造业","","",""
"002923","润都股份","2018-01-05","10120153","珠海润都制药股份有限公司","C27","医药制造业","","",""
"002925","盈趣科技","2018-01-15","10375083","厦门盈趣科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002926","华西证券","2018-02-05","103952","华西证券股份有限公司","J67","资本市场服务","","",""
"002927","泰永长征","2018-02-23","10407576","贵州泰永长征技术股份有限公司","C38","电气机械及器材制造业","","",""
"002928","华夏航空","2018-03-02","10402948","华夏航空股份有限公司","G56","航空运输业","","",""
"002929","润建股份","2018-03-01","10283406","润建股份有限公司","I65","软件和信息技术服务业","","",""
"002930","宏川智慧","2018-03-28","10242511","广东宏川智慧物流股份有限公司","G59","仓储业","","",""
"002931","锋龙股份","2018-04-03","10406905","浙江锋龙电气股份有限公司","C35","专用设备制造业","","",""
"002932","明德生物","2018-07-10","10130848","武汉明德生物科技股份有限公司","C27","医药制造业","","",""
"002933","新兴装备","2018-08-28","10235628","北京新兴东方航空装备股份有限公司","C37","铁路、船舶、航空航天和其它运输设备制造业","","",""
"002935","天奥电子","2018-09-03","10204339","成都天奥电子股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002936","郑州银行","2018-09-19","105364","郑州银行股份有限公司","J66","货币金融服务","","",""
"002937","兴瑞科技","2018-09-26","10408152","宁波兴瑞电子科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002938","鹏鼎控股","2018-09-18","10434332","鹏鼎控股(深圳)股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002939","长城证券","2018-10-26","106033","长城证券股份有限公司","J67","资本市场服务","","",""
"002940","昂利康","2018-10-23","10368452","浙江昂利康制药股份有限公司","C27","医药制造业","","",""
"002941","新疆交建","2018-11-28","10109113","新疆交通建设集团股份有限公司","E48","土木工程建筑业","","",""
"002942","新农股份","2018-12-05","10141887","浙江新农化工股份有限公司","C26","化学原料及化学制品制造业","","",""
"002943","宇晶股份","2018-11-29","10202764","湖南宇晶机器股份有限公司","C34","通用设备制造业","","",""
"002945","华林证券","2019-01-17","10158","华林证券股份有限公司","J67","资本市场服务","","",""
"002946","新乳业","2019-01-25","10312259","新希望乳业股份有限公司","C14","食品制造业","","",""
"002947","恒铭达","2019-02-01","10410308","苏州恒铭达电子科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002948","青岛银行","2019-01-16","10117891","青岛银行股份有限公司","J66","货币金融服务","","",""
"002949","华阳国际","2019-02-26","10341401","深圳市华阳国际工程设计股份有限公司","M74","专业技术服务业","","",""
"002950","奥美医疗","2019-03-11","10413872","奥美医疗用品股份有限公司","C35","专用设备制造业","","",""
"002951","*ST 金时","2019-03-15","10419394","四川金时科技股份有限公司","C23","印刷和记录媒介复制业","2023-07-19","经营受损","4.35"
"002952","亚世光电","2019-03-28","10147453","亚世光电(集团)股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002953","日丰股份","2019-05-09","10139732","广东日丰电缆股份有限公司","C38","电气机械及器材制造业","","",""
"002955","鸿合科技","2019-05-23","10455220","鸿合科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002956","西麦食品","2019-06-19","10424068","桂林西麦食品股份有限公司","C14","食品制造业","","",""
"002957","科瑞技术","2019-07-26","10186891","深圳科瑞技术股份有限公司","C35","专用设备制造业","","",""
"002958","青农商行","2019-03-26","10131751","青岛农村商业银行股份有限公司","J66","货币金融服务","","",""
"002959","小熊电器","2019-08-23","10434793","小熊电器股份有限公司","C38","电气机械及器材制造业","","",""
"002960","青鸟消防","2019-08-09","10138500","青鸟消防股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002961","瑞达期货","2019-09-05","10100702","瑞达期货股份有限公司","J67","资本市场服务","","",""
"002962","五方光电","2019-09-17","10434762","湖北五方光电股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002963","豪尔赛","2019-10-28","10428141","豪尔赛科技集团股份有限公司","E50","建筑装饰和其他建筑业","","",""
"002965","祥鑫科技","2019-10-25","10147207","祥鑫科技股份有限公司","C33","金属制品业","","",""
"002966","苏州银行","2019-08-02","10122377","苏州银行股份有限公司","J66","货币金融服务","","",""
"002967","广电计量","2019-11-08","10145920","广电计量检测集团股份有限公司","M74","专业技术服务业","","",""
"002968","新大正","2019-12-03","10403846","新大正物业集团股份有限公司","K70","房地产业","","",""
"002969","嘉美包装","2019-12-02","10397308","嘉美食品包装(滁州)股份有限公司","C33","金属制品业","","",""
"002970","锐明技术","2019-12-17","10345515","深圳市锐明技术股份有限公司","I65","软件和信息技术服务业","","",""
"002971","和远气体","2020-01-13","10455216","湖北和远气体股份有限公司","C26","化学原料及化学制品制造业","","",""
"002972","科安达","2019-12-27","10144881","深圳科安达电子科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002973","侨银股份","2020-01-06","10453770","侨银城市管理股份有限公司","N78","公共设施管理业","","",""
"002975","博杰股份","2020-02-05","10454908","珠海博杰电子股份有限公司","C35","专用设备制造业","","",""
"002976","瑞玛精密","2020-03-06","10441225","苏州瑞玛精密工业集团股份有限公司","C33","金属制品业","","",""
"002977","天箭科技","2020-03-17","10452404","成都天箭科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002978","安宁股份","2020-04-17","10405671","四川安宁铁钛股份有限公司","B09","有色金属矿采选业","","",""
"002979","雷赛智能","2020-04-08","10101867","深圳市雷赛智能控制股份有限公司","C40","仪器仪表制造业","","",""
"002980","华盛昌","2020-04-15","10446686","深圳市华盛昌科技实业股份有限公司","C40","仪器仪表制造业","","",""
"002981","朝阳科技","2020-04-17","10406427","广东朝阳电子科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002982","湘佳股份","2020-04-24","10135038","湖南湘佳牧业股份有限公司","A03","畜牧业","","",""
"002983","芯瑞达","2020-04-28","10454862","安徽芯瑞达科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002984","森麒麟","2020-09-11","10434763","青岛森麒麟轮胎股份有限公司","C29","橡胶和塑料制品业","","",""
"002985","北摩高科","2020-04-29","10441233","北京北摩高科摩擦材料股份有限公司","C37","铁路、船舶、航空航天和其它运输设备制造业","","",""
"002986","宇新股份","2020-06-02","10460349","广东宇新能源科技股份有限公司","C26","化学原料及化学制品制造业","","",""
"002987","京北方","2020-05-07","10429353","京北方信息技术股份有限公司","I65","软件和信息技术服务业","","",""
"002988","豪美新材","2020-05-18","10148613","广东豪美新材股份有限公司","C32","有色金属冶炼及压延加工业","","",""
"002989","中天精装","2020-06-10","10402464","深圳中天精装股份有限公司","E50","建筑装饰和其他建筑业","","",""
"002990","盛视科技","2020-05-25","10460352","盛视科技股份有限公司","I65","软件和信息技术服务业","","",""
"002991","甘源食品","2020-07-31","10460351","甘源食品股份有限公司","C13","农副食品加工业","","",""
"002992","宝明科技","2020-08-03","10408106","深圳市宝明科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002993","奥海科技","2020-08-17","10460309","东莞市奥海科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"002995","天地在线","2020-08-05","10405100","北京全时天地在线网络信息股份有限公司","I64","互联网和相关服务","","",""
"002996","顺博合金","2020-08-28","10102155","重庆顺博铝合金股份有限公司","C42","废弃资源综合利用业","","",""
"002997","瑞鹄模具","2020-09-03","10111399","瑞鹄汽车模具股份有限公司","C35","专用设备制造业","","",""
"002998","优彩资源","2020-09-25","10413695","优彩环保资源科技股份有限公司","C28","化学纤维制造业","","",""
"002999","天禾股份","2020-09-03","10187044","广东天禾农资股份有限公司","F52","零售业","","",""
"003000","劲仔食品","2020-09-14","10460314","劲仔食品集团股份有限公司","C13","农副食品加工业","","",""
"003001","中岩大地","2020-10-13","10314578","北京中岩大地科技股份有限公司","E48","土木工程建筑业","","",""
"003002","壶化股份","2020-09-22","10145498","山西壶化集团股份有限公司","C26","化学原料及化学制品制造业","","",""
"003003","天元股份","2020-09-21","10370771","广东天元实业集团股份有限公司","C23","印刷和记录媒介复制业","","",""
"003004","声迅股份","2020-11-26","10369115","北京声迅电子股份有限公司","I65","软件和信息技术服务业","","",""
"003005","竞业达","2020-09-22","10253077","北京竞业达数码科技股份有限公司","I65","软件和信息技术服务业","","",""
"003006","百亚股份","2020-09-21","10368462","重庆百亚卫生用品股份有限公司","C22","造纸及纸制品业","","",""
"003007","直真科技","2020-09-23","10207050","北京直真科技股份有限公司","I65","软件和信息技术服务业","","",""
"003008","开普检测","2020-09-23","10460355","许昌开普检测研究院股份有限公司","M74","专业技术服务业","","",""
"003009","中天火箭","2020-09-25","10374138","陕西中天火箭技术股份有限公司","C37","铁路、船舶、航空航天和其它运输设备制造业","","",""
"003010","若羽臣","2020-09-25","10265864","广州若羽臣科技股份有限公司","I64","互联网和相关服务","","",""
"003011","海象新材","2020-09-30","10460267","浙江海象新材料股份有限公司","C29","橡胶和塑料制品业","","",""
"003012","东鹏控股","2020-10-19","10122614","广东东鹏控股股份有限公司","C30","非金属矿物制品业","","",""
"003013","地铁设计","2020-10-22","10460326","广州地铁设计研究院股份有限公司","M74","专业技术服务业","","",""
"003015","日久光电","2020-10-21","10307392","江苏日久光电股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"003016","欣贺股份","2020-10-26","10133164","欣贺股份有限公司","C18","纺织服装、服饰业","","",""
"003017","大洋生物","2020-10-26","10373289","浙江大洋生物科技集团股份有限公司","C26","化学原料及化学制品制造业","","",""
"003018","金富科技","2020-11-06","10460264","金富科技股份有限公司","C29","橡胶和塑料制品业","","",""
"003019","宸展光电","2020-11-17","10460323","宸展光电(厦门)股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"003020","立方制药","2020-12-15","10146357","合肥立方制药股份有限公司","F51","批发业","","",""
"003021","兆威机电","2020-12-04","10460279","深圳市兆威机电股份有限公司","C38","电气机械及器材制造业","","",""
"003022","联泓新科","2020-12-08","10448271","联泓新材料科技股份有限公司","C26","化学原料及化学制品制造业","","",""
"003023","彩虹集团","2020-12-11","10186271","成都彩虹电器(集团)股份有限公司","C38","电气机械及器材制造业","","",""
"003025","思进智能","2020-12-11","10147187","思进智能成形装备股份有限公司","C34","通用设备制造业","","",""
"003026","中晶科技","2020-12-18","10137715","浙江中晶科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"003027","同兴科技","2020-12-18","10460316","同兴环保科技股份有限公司","N77","生态保护和环境治理业","","",""
"003028","振邦智能","2020-12-28","10448440","深圳市振邦智能科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"003029","吉大正元","2020-12-24","10460265","长春吉大正元信息技术股份有限公司","I65","软件和信息技术服务业","","",""
"003030","祖名股份","2021-01-06","10221096","祖名豆制品股份有限公司","C13","农副食品加工业","","",""
"003031","中瓷电子","2021-01-04","10461493","河北中瓷电子科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"003032","传智教育","2021-01-12","10396383","江苏传智播客教育科技股份有限公司","P82","教育","","",""
"003033","征和工业","2021-01-11","10210581","青岛征和工业股份有限公司","C34","通用设备制造业","","",""
"003035","南网能源","2021-01-19","10450039","南方电网综合能源股份有限公司","M75","科技推广和应用服务业","","",""
"003036","泰坦股份","2021-01-28","10102374","浙江泰坦股份有限公司","C35","专用设备制造业","","",""
"003037","三和管桩","2021-02-04","10479852","广东三和管桩股份有限公司","C30","非金属矿物制品业","","",""
"003038","鑫铂股份","2021-02-10","10492715","安徽鑫铂铝业股份有限公司","C32","有色金属冶炼及压延加工业","","",""
"003039","顺控发展","2021-03-08","10130555","广东顺控发展股份有限公司","D46","水的生产和供应业","","",""
"003040","楚天龙","2021-03-22","10481709","楚天龙股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"003041","真爱美家","2021-04-06","10147175","浙江真爱美家股份有限公司","C17","纺织业","","",""
"003042","中农联合","2021-04-06","10377249","山东中农联合生物科技股份有限公司","C26","化学原料及化学制品制造业","","",""
"003043","华亚智能","2021-04-06","10416780","苏州华亚智能科技股份有限公司","C33","金属制品业","","",""
"003816","中国广核","2019-08-26","10138616","中国广核电力股份有限公司","D44","电力、热力生产和供应业","","",""
"300001","特锐德","2009-10-30","103175","青岛特锐德电气股份有限公司","C38","电气机械及器材制造业","","",""
"300002","神州泰岳","2009-10-30","103176","北京神州泰岳软件股份有限公司","I65","软件和信息技术服务业","","",""
"300003","乐普医疗","2009-10-30","103195","乐普(北京)医疗器械股份有限公司","C35","专用设备制造业","","",""
"300004","南风股份","2009-10-30","103196","南方风机股份有限公司","C34","通用设备制造业","","",""
"300005","探路者","2009-10-30","103197","探路者控股集团股份有限公司","C18","纺织服装、服饰业","","",""
"300006","莱美药业","2009-10-30","102853","重庆莱美药业股份有限公司","C27","医药制造业","","",""
"300007","汉威科技","2009-10-30","102854","汉威科技集团股份有限公司","C40","仪器仪表制造业","","",""
"300008","天海防务","2009-10-30","102855","天海融合防务装备技术股份有限公司","E48","土木工程建筑业","","",""
"300009","安科生物","2009-10-30","102866","安徽安科生物工程(集团)股份有限公司","C27","医药制造业","","",""
"300010","豆神教育","2009-10-30","102867","豆神教育科技(北京)股份有限公司","I65","软件和信息技术服务业","2023-04-27","经营受损","13.50"
"300011","鼎汉技术","2009-10-30","103023","北京鼎汉技术集团股份有限公司","C37","铁路、船舶、航空航天和其它运输设备制造业","","",""
"300012","华测检测","2009-10-30","103049","华测检测认证集团股份有限公司","M74","专业技术服务业","","",""
"300013","*ST 新宁","2009-10-30","103050","河南新宁现代物流股份有限公司","G59","仓储业","2024-04-30","经营受损","14.51"
"300014","亿纬锂能","2009-10-30","103051","惠州亿纬锂能股份有限公司","C38","电气机械及器材制造业","","",""
"300015","爱尔眼科","2009-10-30","103052","爱尔眼科医院集团股份有限公司","Q83","卫生","","",""
"300016","北陆药业","2009-10-30","105058","北京北陆药业股份有限公司","C27","医药制造业","","",""
"300017","网宿科技","2009-10-30","103135","网宿科技股份有限公司","I65","软件和信息技术服务业","","",""
"300018","中元股份","2009-10-30","103136","武汉中元华电科技股份有限公司","C38","电气机械及器材制造业","","",""
"300019","硅宝科技","2009-10-30","102886","成都硅宝科技股份有限公司","C26","化学原料及化学制品制造业","","",""
"300020","*ST 银江","2009-10-30","102887","银江技术股份有限公司","I65","软件和信息技术服务业","2024-05-06","审计否定","14.53"
"300021","大禹节水","2009-10-30","102888","大禹节水集团股份有限公司","C29","橡胶和塑料制品业","","",""
"300022","吉峰科技","2009-10-30","103198","吉峰三农科技服务股份有限公司","F52","零售业","","",""
"300023","宝德退","2009-10-30","103199","西安宝德自动化股份有限公司","C35","专用设备制造业","2021-04-28","审计否定","11.50"
"300024","机器人","2009-10-30","102757","沈阳新松机器人自动化股份有限公司","C34","通用设备制造业","","",""
"300025","华星创业","2009-10-30","102758","杭州华星创业通信技术股份有限公司","I65","软件和信息技术服务业","","",""
"300026","红日药业","2009-10-30","102864","天津红日药业股份有限公司","C27","医药制造业","","",""
"300027","华谊兄弟","2009-10-30","102865","华谊兄弟传媒股份有限公司","R86","广播、电视、电影和影视录音制作业","","",""
"300028","金亚退","2009-10-30","102950","金亚科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"300029","ST 天龙","2009-12-25","102951","江苏华盛天龙光电设备股份有限公司","C35","专用设备制造业","2020-09-15","经营受损","10.73"
"300030","阳普医疗","2009-12-25","102952","阳普医疗科技股份有限公司","C35","专用设备制造业","","",""
"300031","宝通科技","2009-12-25","103434","无锡宝通科技股份有限公司","I64","互联网和相关服务","","",""
"300032","金龙机电","2009-12-25","103435","金龙机电股份有限公司","C38","电气机械及器材制造业","","",""
"300033","同花顺","2009-12-25","103436","浙江核新同花顺网络信息股份有限公司","J69","其他金融业","","",""
"300034","钢研高纳","2009-12-25","103437","北京钢研高纳科技股份有限公司","C32","有色金属冶炼及压延加工业","","",""
"300035","中科电气","2009-12-25","103438","湖南中科电气股份有限公司","C38","电气机械及器材制造业","","",""
"300036","超图软件","2009-12-25","103761","北京超图软件股份有限公司","I65","软件和信息技术服务业","","",""
"300037","新宙邦","2010-01-08","103762","深圳新宙邦科技股份有限公司","C26","化学原料及化学制品制造业","","",""
"300038","数知退","2010-01-08","103763","北京数知科技股份有限公司","I64","互联网和相关服务","2021-01-26","投资风险","11.06"
"300039","上海凯宝","2010-01-08","103764","上海凯宝药业股份有限公司","C27","医药制造业","","",""
"300040","九洲集团","2010-01-08","103643","哈尔滨九洲集团股份有限公司","C38","电气机械及器材制造业","","",""
"300041","回天新材","2010-01-08","103914","湖北回天新材料股份有限公司","C26","化学原料及化学制品制造业","","",""
"300042","朗科科技","2010-01-08","103915","深圳市朗科科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"300043","星辉娱乐","2010-01-20","103916","星辉互动娱乐股份有限公司","I64","互联网和相关服务","","",""
"300044","赛为智能","2010-01-20","102755","深圳市赛为智能股份有限公司","I65","软件和信息技术服务业","2021-04-30","审计否定","11.28"
"300045","华力创通","2010-01-20","102815","北京华力创通科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"300046","台基股份","2010-01-20","102816","湖北台基半导体股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"300047","天源迪科","2010-01-20","102817","深圳天源迪科信息技术股份有限公司","I65","软件和信息技术服务业","","",""
"300048","合康新能","2010-01-20","102844","北京合康新能科技股份有限公司","C38","电气机械及器材制造业","","",""
"300049","福瑞股份","2010-01-20","102876","内蒙古福瑞医疗科技股份有限公司","C35","专用设备制造业","","",""
"300050","世纪鼎利","2010-01-20","102877","珠海世纪鼎利科技股份有限公司","I65","软件和信息技术服务业","","",""
"300051","琏升科技","2010-02-11","102991","琏升科技股份有限公司","I65","软件和信息技术服务业","2021-04-26","审计否定","11.21"
"300052","ST 中青宝","2010-02-11","102992","深圳中青宝互动网络股份有限公司","I64","互联网和相关服务","2025-03-18","信息披露违规","15.11"
"300053","航宇微","2010-02-11","103096","珠海航宇微科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"300054","鼎龙股份","2010-02-11","102953","湖北鼎龙控股股份有限公司","C26","化学原料及化学制品制造业","","",""
"300055","万邦达","2010-02-26","102954","北京万邦达环保技术股份有限公司","E48","土木工程建筑业","","",""
"300056","中创环保","2010-02-26","103031","厦门中创环保科技股份有限公司","C35","专用设备制造业","","",""
"300057","万顺新材","2010-02-26","103032","汕头万顺新材集团股份有限公司","C32","有色金属冶炼及压延加工业","","",""
"300058","蓝色光标","2010-02-26","103151","北京蓝色光标数据科技集团股份有限公司","L72","商务服务业","","",""
"300059","东方财富","2010-03-19","103152","东方财富信息股份有限公司","J67","资本市场服务","","",""
"300061","旗天科技","2010-03-19","103173","旗天科技集团股份有限公司","L72","商务服务业","","",""
"300062","中能电气","2010-03-19","102848","中能电气股份有限公司","C38","电气机械及器材制造业","","",""
"300063","天龙集团","2010-03-26","102849","广东天龙科技集团股份有限公司","L72","商务服务业","","",""
"300064","金刚退","2010-03-26","102850","郑州华晶金刚石股份有限公司","C30","非金属矿物制品业","2020-11-04","重大诉讼","10.62"
"300065","海兰信","2010-03-26","102851","北京海兰信数据科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"300066","三川智慧","2010-03-26","102995","三川智慧科技股份有限公司","C40","仪器仪表制造业","","",""
"300067","安诺其","2010-04-21","103019","上海安诺其集团股份有限公司","C26","化学原料及化学制品制造业","","",""
"300068","南都电源","2010-04-21","103020","浙江南都电源动力股份有限公司","C38","电气机械及器材制造业","","",""
"300069","金利华电","2010-04-21","103021","金利华电气股份有限公司","C38","电气机械及器材制造业","","",""
"300070","碧水源","2010-04-21","103034","北京碧水源科技股份有限公司","N77","生态保护和环境治理业","","",""
"300071","福石控股","2010-04-21","103035","北京福石控股发展股份有限公司","L72","商务服务业","2021-04-28","审计否定","11.03"
"300072","海新能科","2010-04-27","103132","北京海新能源科技股份有限公司","C26","化学原料及化学制品制造业","","",""
"300073","当升科技","2010-04-27","103133","北京当升材料科技股份有限公司","C38","电气机械及器材制造业","","",""
"300074","华平股份","2010-04-27","103181","华平信息技术股份有限公司","I65","软件和信息技术服务业","","",""
"300075","数字政通","2010-04-27","103182","北京数字政通科技股份有限公司","I65","软件和信息技术服务业","","",""
"300076","GQY视讯","2010-04-30","103200","宁波GQY视讯股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"300077","国民技术","2010-04-30","103201","国民技术股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"300078","思创医惠","2010-04-30","102956","思创医惠科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"300079","数码视讯","2010-04-30","102957","北京数码视讯科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"300080","易成新能","2010-06-25","102958","河南易成新能源股份有限公司","C30","非金属矿物制品业","","",""
"300081","恒信东方","2010-05-20","102959","恒信东方文化股份有限公司","M74","专业技术服务业","","",""
"300082","奥克股份","2010-05-20","102960","辽宁奥克化学股份有限公司","C26","化学原料及化学制品制造业","","",""
"300083","创世纪","2010-05-20","102884","广东创世纪智能装备集团股份有限公司","C34","通用设备制造业","","",""
"300084","海默科技","2010-05-20","102885","海默科技(集团)股份有限公司","B11","开采辅助活动","","",""
"300085","银之杰","2010-05-26","102904","深圳市银之杰科技股份有限公司","I65","软件和信息技术服务业","","",""
"300086","康芝药业","2010-05-26","102905","康芝药业股份有限公司","C27","医药制造业","","",""
"300087","荃银高科","2010-05-26","102906","安徽荃银高科种业股份有限公司","A01","农业","","",""
"300088","长信科技","2010-05-26","102984","芜湖长信科技股份有限公司","C39","计算机、通信和其他电子设备制造业","","",""
"300089","文化退","2010-06-25","102985","广东文化长城集团股份有限公司","C30","非金属矿物制品业","2021-10-12","审计否定","11.31"
"300090","盛运退","2010-06-25","103064","安徽盛运环保(集团)股份有限公司","C34","通用设备制造业","","",""
"300091","金通灵","2010-06-25","103065","金通灵科技集团股份有限公司","C34","通用设备制造业","","",""
"300092","科新机电","2010-07-08","103066","四川科新机电股份有限公司","C35","专用设备制造业","","",""
"300093","金刚光伏","2010-07-08","103202","甘肃金刚光伏股份有限公司","C30","非金属矿物制品业","","",""
"300094","国联水产","2010-07-08","103203","湛江国联水产开发股份有限公司","C13","农副食品加工业","","",""
"300095","华伍股份","2010-07-28","102763","江西华伍制动器股份有限公司","C35","专用设备制造业","","",""
