code,TA(t)/TA(t-1),NP(t)/NP(t-1),TL/TA,CA/CL,TL/TSE,NP/ASE,SR/ACA,MBC/AI,FA/TA,SE/FA,NP_SR,ST or Not
752,-0.385771250818658,0.0516235735469903,-1.308993716527298,0.8647102763744101,-0.1365281221828955,-0.0025554816290033,-0.3068204024584526,-0.0844844618792677,-0.5912610882666088,1.30898534778656,0.0336903006218227,1
752,-0.6822619795277163,-6.62345821955978,-0.4832053122443839,-0.5004005076247522,-0.0967958598562041,-0.5844654175234915,-0.0946127308529853,-0.015483941724055,-0.4784254159671744,0.4831988885253565,-0.3640017278923267,1
752,-0.2163742989300466,-0.173138155997019,-0.3010903440175519,-0.6765474019643901,-0.0832092291039327,-0.0669916965918184,-0.9360528503749964,-0.1517314569222184,-0.4550014263024967,0.3010843485267762,-0.0762367826866083,1
752,-0.158750850984047,-0.173138155997019,-0.2371226516039866,-0.6710564497546602,-0.0777722036298699,-0.0872440844018517,-0.5957937877817872,-0.0767808938907399,-0.5062062974233702,0.2371168082329973,-0.0485867397704477,1
752,-0.1193110456232627,-0.173138155997019,-0.1908881742783073,-0.6647128445877758,-0.0735907197388761,-0.102551757820095,-0.2919062735927427,-0.0493413773290487,-0.5439673267030256,0.1908824400553251,-0.037005665359444,1
752,-0.7057938987489772,-0.173138155997019,0.1177939127715649,-0.5416111314312354,-0.0386548442092049,-0.8323217382153673,-0.0436317202969468,0.0056636647658711,-0.4042261319179052,-0.1177989212936103,-0.2876142423455592,1
792,-0.1629687190573532,0.0475341263729943,0.5683569129082956,-0.9495608503521624,0.0526180724121247,-0.028120780183603,-0.9146109421045736,-0.2069424837577244,1.037277281110924,-0.56836086042173,0.0083430242217712,1
792,-0.0189163239091094,1.924048834069158,0.6132445055956189,-0.9224050358223668,0.0666278175943571,-0.0055674948374504,-0.4988648321181914,-0.1981193571100412,0.8883551515696587,-0.6132483474602803,0.0315714364228184,1
792,0.097453510885523,0.0658132216825205,0.6382383329106217,-0.979450715897585,0.0750401676591165,0.0089271120094922,-0.0095539253711915,-0.1880926772152202,0.7649831739695129,-0.6382421159213154,0.0298168903463638,1
792,0.2404352547518768,0.0449695003857914,0.4756155774349948,-0.8049307690052312,0.0274526247626135,0.0035499211981506,0.3180345681964971,-0.1774320675486165,1.3101247924440609,-0.4756197433800137,0.0227172782478625,1
792,-0.225888156018655,-0.173138155997019,0.4706805044962792,-0.8130946521469252,0.0262370167372009,-0.022043235084703,-0.9447376666123783,-0.2033576103181185,1.266909566669553,-0.4706846820621123,0.0242762090267262,1
792,-0.2275414407888293,0.1032647574404245,0.3862046722928086,-0.8666430711979364,0.007056116339441,-0.0100117512326377,-0.493192064162845,-0.1929339740820135,1.2317704895017976,-0.3862090487772719,0.0285024161127427,1
792,-0.221461137462375,0.0422869451127,0.3915408879221706,-0.886353045381439,0.0081834874420202,-0.0127977509172989,-0.1627417003624199,-0.1851833982622261,1.1867133808042618,-0.3915452518412332,0.020851034357872,1
792,-0.1605784278233662,-0.173138155997019,0.4248506392202661,-0.9379943255409358,0.0154669532887982,-0.0181603407836291,0.2592684338189879,-0.1771176285623889,2.0840767108259612,-0.4248549247035213,0.0136108091525061,1
792,-0.2139118009816996,-0.173138155997019,0.4431903561025078,-0.976538363532654,0.0196677458613709,-0.042040586982879,-0.9906790758971774,-0.2019671074845124,2.011139684149417,-0.4431945984004962,-0.0424543956354512,1
792,-0.2047041999574458,-0.173138155997019,0.4512015460909921,-1.000531345152759,0.0215475842619496,-0.0544286674725921,-0.5069691587844386,-0.189874845595559,1.9498989275712095,-0.4512057695247097,-0.0239891358499511,1
792,-0.2103736719780586,-0.173138155997019,0.4563171156054141,-0.990600735390148,0.0227626424442525,-0.0652941915202741,-0.1351336754818132,-0.1813902445923266,1.90578085931234,-0.4563213269932949,-0.0219222452739569,1
792,-0.2452843734277781,-0.173138155997019,0.5921207469197284,-1.0333116955264994,0.0598678108950627,-0.2603841270881586,0.3659869435557802,-0.1667878652093405,3.608163119441737,-0.59212463856751,-0.1046266019694081,1
792,-0.2998178719765091,-0.173138155997019,0.5748331448162683,-1.1151910264308849,0.0545580299739945,-0.0421750610590535,-0.8530125068678143,-0.1998626532670222,3.7317324216405448,-0.5748370771297018,-0.0190016411461624,1
792,-0.3213205335355833,-0.173138155997019,0.6098299395285415,-1.1458002460328334,0.0655140509877268,-0.0966672545901429,-0.0500612430699372,-0.1781346021616348,3.645577626600225,-0.6098337894336184,-0.0366140735010825,1
792,-0.3506065809253273,-0.173138155997019,0.590173902954431,-1.14164689049507,0.05926008463212,-0.0983404376046922,0.6334439927214269,-0.15850908107998,3.5563814450125393,-0.5901777991000513,-0.020045632050771,1
792,-0.4536505420904828,-0.173138155997019,0.6591285993472832,-1.236802720179541,0.0824419958778894,-0.2624691187764068,1.6299056637350884,-0.1324601510275938,4.0145338722822075,-0.6591323331668284,-0.0540983327410239,1
792,-0.2739106008414737,-0.173138155997019,0.6550152733018014,-1.240638715995304,0.0809566055708223,-0.0478501300186309,-0.4808449154549566,-0.1952180357307077,4.041988162022369,-0.6550190168071609,-0.0130758667522375,1
792,-0.2843407362364438,-0.173138155997019,0.6646476888598623,-1.2808095357930755,0.0844572268437839,-0.0577962881431252,0.6595296806214807,-0.1709435481700364,3.971242346165196,-0.6646514096833863,-0.0053586296559896,1
792,-0.3054923237705261,-0.173138155997019,0.6617509792026468,-1.285902830376805,0.0833963310074839,-0.065096139296686,1.8301836238195268,-0.1467150550931108,3.9082671007234406,-0.6617547068471693,-0.0027114637635206,1
792,-1.971186689267936,-0.173138155997019,6.0122955527776725,-1.2830037689210891,-0.2946938819564389,11.087033416531092,2.585074375174203,-0.1235506116519783,1.1449030235509037,-6.01228668128027,-0.7917571554851627,1
868,-0.2497910683585243,0.0389510190382093,0.5234827579594401,-0.597209719803714,0.039862088607057,-0.0324707248847115,-0.7448265812200812,-0.1712136468964748,-0.1066811123303618,-0.5234868111896892,0.0057073032190684,1
868,0.0068888618711411,-0.173138155997019,0.6083239445231408,-0.653374658621303,0.0650254476316421,-0.0184174010549554,-0.2053631254766538,-0.1314780854625007,0.1019121872725878,-0.6083277973339906,0.0093911006101554,1
868,-0.1380250340760187,0.0296351654211386,0.5636504081055183,-0.6694776938144084,0.0512245594775003,-0.0272808104893908,0.3019329963674675,-0.0887097168629212,0.20007675520385,-0.5636543667513902,0.0075799846893051,1
868,0.3839448545990693,-0.173138155997019,0.7208470235723763,-0.6214028767852975,0.1065438162267334,-0.0185381616196026,0.882194621157212,0.0178679806734839,0.0825994333515841,-0.7208506120610726,0.0082599830513717,1
868,-0.0378842808054766,0.0400793547982534,0.7786136417969612,-0.6241492930543742,0.1326917576078471,-0.0307108973346168,-0.8197108968414335,-0.1470952436809479,-0.0367491803619739,-0.778617094782726,0.0066036816624296,1
868,0.212909557260496,-0.173138155997019,0.8384790430644378,-0.5949962045836137,0.1644021654571804,-0.0116536432040408,-0.5199489421524474,-0.0800703772081621,-0.1174515883623574,-0.8384823545602995,0.0106325762962228,1
868,0.6166148073606764,0.0484139482817691,0.9210597400879532,-0.5773663419352435,0.2183845993144911,-0.0109776913454847,-0.2267653748121335,-0.0377675952696339,-0.2759444292943196,-0.9210628567077938,0.0094839609882447,1
868,0.9409150806451514,0.971199466993546,0.9662591643478043,-0.5962625533275268,0.2546335291365879,0.0131918662521114,0.2166690366958,0.0953868075609031,-0.3592858817980265,-0.966262175337423,0.0104366900734556,1
868,-0.2556796504089192,0.0151893038727012,0.9736650325526583,-0.601279579715174,0.2611349183549011,-0.0564799873844159,-0.9423269102276156,-0.1515304306629872,-0.3537576267611849,-0.9736680253338394,-0.0022942915800167,1
868,-0.254280334082356,-0.173138155997019,0.9803918097106994,-0.607046838801556,0.2671921235404924,-0.0777570884059512,-0.5324773641845854,-0.0914868829365068,-0.3424649798541038,-0.9803947870388772,0.000455916117809,1
868,-0.5974439890217113,-0.173138155997019,0.949424254863752,-0.6049129719691709,0.2404721948243496,-0.1553219458335877,-0.2056775814594827,-0.0319800044656012,-0.3025598724704787,-0.949427305112473,-0.0051522900916315,1
868,-0.5310362207908097,-0.173138155997019,1.0329360575074025,-0.6278890429547594,0.3201530269639746,-0.323991315262823,0.6240090174140823,0.2585816505315096,-0.369246154685432,-1.0329389115430128,-0.0080885564114776,1
868,-0.225101351820801,-0.173138155997019,1.0734643532789017,-0.6377302857689882,0.3693386067322296,-0.1393823745725143,-1.0121430830873803,-0.1371945483308579,-0.3795533780390456,-1.0734671114454275,-0.0360706712878449,1
868,-0.3616093902617734,-0.173138155997019,0.9944023442488384,-0.6103894666540806,0.2802969384900934,-0.221752396365458,-0.7197391995547898,-0.0805682227171315,-0.3329628337074559,-0.9944052885858484,-0.0262627360131533,1
868,-0.5450517930367601,-0.173138155997019,1.0097665606008257,-0.5850910655996597,0.2954800625527083,-0.367397041854507,-0.4737654819129671,-0.0201494771462379,-0.2693902836461364,-1.0097694692577897,-0.035703140684144,1
868,-0.4938746617624191,-0.173138155997019,1.308225689329488,-0.7109066011461048,1.0086076092096867,-1.549102150111678,-0.0188826939668965,0.1174430920028077,-0.2832604223764693,-1.3082278945479129,-0.0776440688584404,1
868,-0.3290317126518933,-0.173138155997019,1.2932954735334763,-0.7132108337107254,0.9301239013351504,-0.0029698330734752,-0.8938612358210936,-0.1435855262055753,-0.2461493641606296,-1.2932977139025903,0.0106323015488471,1
868,-0.332704295537446,0.0970714820444565,1.281586598511993,-0.6928055186803547,0.8751859477284534,0.039832397755399,-0.5406867557458364,-0.1066690398385208,-0.2997636040761828,-1.2815888668588704,0.0118871952237052,1
868,-0.449763828948552,0.2596763124036875,1.2064519948077677,-0.6896113190090252,0.61740624814312,0.3204301913006588,-0.1746996773048376,-0.0425998502384305,-0.3472218465864873,-1.2064544397695085,0.0248335910246266,1
868,-0.8834074767544187,0.0245652980657663,1.1952079726218017,-0.7662763569844152,0.5887953106624341,0.0834960537834351,0.400561116843,0.0837834674815451,-0.109236793749264,-1.1952104438494358,0.01176074393868,1
897,-0.5078105576339034,0.0400717392318332,0.4840106190943732,-0.2098744339495415,0.0295468569084391,-0.0545861025509469,-1.141260878429441,-0.2104210378258124,-1.3143769058902828,-0.4840147652712509,-0.0397003416563147,1
897,-0.3743974483636035,-0.173138155997019,0.5614686730340662,-0.1704740255362715,0.0505831825308997,-0.0787271140625267,-1.0733725392372129,-0.2097910692135332,-1.3153840724869912,-0.5614726368173575,-0.0419188910673903,1
897,-0.424160323991169,-0.173138155997019,0.5897774170310454,-0.0527929002711561,0.0591366264463229,-0.0637805716718361,-0.8931239199392224,-0.2084387702620107,-1.3157708917574953,-0.5897813147007848,-0.0078517336420039,1
897,-0.4496667233671712,-0.123615005530366,0.6651595633158252,-0.0782235960620681,0.0846454358560758,-0.1760720162432277,-0.9661366762094592,-0.2094285893376724,-1.3154777345764417,-0.6651632829340176,-0.0696206832272894,1
897,-0.1428354951844174,-0.173138155997019,0.6983939366221517,-0.1455913454057771,0.0973613827024676,-0.0349804579069042,-1.1772809435440938,-0.2108388031465703,-1.3161554183164164,-0.6983975779820323,-0.0085516623812332,1
897,-0.1601177987834833,-0.173138155997019,0.6775249504451097,-0.0712378442336433,0.0892607289394228,-0.0114602596636668,-1.088206042176353,-0.2102437596921467,-1.313034406001523,-0.6775286409460292,0.0227941304033416,1
897,-0.1318376656213754,0.0716136514445139,0.6737419808109504,-0.1532923197997387,0.0878346027082193,0.0082932151919948,-1.0019466076529755,-0.2096360327853428,-1.3136125645105243,-0.67374568021978,0.0282689320044744,1
897,-0.0676259774616994,0.0054859243187875,0.7135566867690967,-0.2050494124614253,0.1035069532547959,-0.0216147291390271,-0.9299060696691198,-0.209093434622932,-1.3144716768688476,-0.7135602924246413,0.0102977701480237,1
897,-0.3698608747924324,-0.173138155997019,0.7149197120250246,-0.1825904340364919,0.104070603939551,-0.03246331714145,-1.218310094265195,-0.2111025285149373,-1.3137861671968556,-0.7149233144709992,-0.034348040079763,1
897,-0.2374312707694502,-0.173138155997019,0.7783206144679097,-0.1466322467970603,0.1325489719130228,-0.0611986241570002,-1.2072307996588194,-0.2110295649374059,-1.3148839486338777,-0.7783240681415173,-0.1600771858266839,1
897,-0.4515042597532986,-0.173138155997019,0.7060782098798272,0.0941301678990576,0.1004475890369487,-0.0595085780253213,-0.9149144109812694,-0.2081276853313037,-1.3137872437757483,-0.7060818331452415,-0.0040590978444279,1
897,-0.4598105217914032,-1.12775874024483,0.7591533888749668,0.0049008753845444,0.1234451287882959,-0.1516285539568762,-0.8803528902337048,-0.207774637534343,-1.3141281718232891,-0.7591568871621279,-0.0340464418294053,1
897,-0.212139001649826,-0.173138155997019,0.7697082309092678,-0.0877186078522973,0.1284015327869609,-0.0373786405729784,-1.2169026064428492,-0.2111008067709963,-1.3145575723154834,-0.7697117037749794,-0.069471700453289,1
897,-0.0712637019334232,-0.173138155997019,0.8174899187821919,-0.1827742691207526,0.1526773398666238,-0.050813921303142,-1.2065260152237367,-0.2110268325066759,-1.3153671676915908,-0.8174932797019865,-0.0958682158805099,1
897,0.0286878199477615,-0.173138155997019,0.8515019025559446,-0.2756491805438455,0.1720418288250792,-0.0665172613007031,-1.1929471407312708,-0.2108969430590402,-1.315911151883661,-0.8515051833863563,-0.0977210489868083,1
897,0.1135331992074893,-0.173138155997019,0.927467487323266,-0.3622822605981142,0.2231923828209755,-0.1832462137698786,-1.180600446564759,-0.2107903831420794,-1.3164462282702103,-0.9274705892744688,-0.2876446936731578,1
897,-0.2528810177557928,-0.173138155997019,0.9315614205926992,-0.4940501041752132,0.2263180362614598,-0.0496074289325963,-1.219851718934868,-0.2111037180310848,-1.316353907103107,-0.9315645123966874,-0.1764780023504541,1
897,-0.3152974976032766,-0.173138155997019,0.9188671755057388,-0.4914296845778264,0.216762668760505,-0.0558410275157648,-1.1992943650303152,-0.2109731355496586,-1.316374330383114,-0.9188702977084404,-0.0720052872656517,1
897,-0.1511168583555013,-0.173138155997019,0.9653618227993712,-0.5070271645342663,0.2538573723983787,-0.0731398484962794,-1.1792739904709364,-0.2108273468661499,-1.3171481444101445,-0.9653648350322886,-0.068776980160017,1
897,-0.233746238450387,-0.173138155997019,0.877454523704403,-0.485224586216766,0.188176500356494,0.1445224145589371,-0.8303540299399812,-0.2095030967613799,-1.317119102135798,-0.877457743423137,0.0463799304496061,1
911,0.2289718163755478,-0.173138155997019,0.7409085474050235,-0.4946462831469529,0.1151904748774274,-0.0046253387868626,-0.7383009931632168,-0.1999049313997513,0.5964894556122117,-0.740912088654045,0.0151412876606662,1
911,-0.0556346831045316,0.0521182773818345,0.3038012191851241,-0.2435276282564924,-0.0091069410267173,-0.0052323166694794,-0.3758162463149986,-0.1910455363049342,0.7901367440403466,-0.3038057897083038,0.013036072964286,1
911,-0.1062939179448421,0.1757123407554479,0.2671709341854851,-0.3244879580327532,-0.015614325084458,0.004602229816014,0.2316755710994334,-0.1607280205397651,0.8009683463419478,-0.2671755909634664,0.0134507894082895,1
911,0.421290665243413,0.0623479429725111,0.5181066661659753,-0.7258990326717073,0.0384097973595352,0.012280324334886,0.9155168930169189,-0.0754215273666951,0.992566516189534,-0.5181107314443338,0.0125796218783799,1
911,0.1638538094563183,-0.2986430365949301,0.7197994773145976,-0.6682126172929075,0.1061040861916761,-0.1230344176104324,-0.9143414559947776,-0.2005593662488141,0.58158849027747,-0.7198030682699932,-0.0612944354945661,1
911,-0.0463573652526198,-0.173138155997019,0.7373100591937239,-0.6895092128520803,0.1136072716603253,-0.2081860197708335,-0.7039362971808627,-0.1987209543648654,0.7160562736579146,-0.7373136089162498,-0.0596040215249213,1
911,-0.0749014264051471,-0.173138155997019,0.7625518628899467,-0.7654222435395898,0.1250261141424254,-0.2774837212549477,-0.2080519476981871,-0.1814137688594699,0.7297377387594481,-0.7625553531745849,-0.0415571483456616,1
911,0.2209518913081812,-0.173138155997019,0.6938978052644893,-0.7207868775003504,0.0955819385382425,-0.0114547228290725,0.9739043291395832,-0.115771371223768,0.5489587386084017,-0.6939014577291562,0.0090693784718237,1
911,0.2053178927058854,0.0473388374914482,0.8200949062847172,-0.6643880831882123,0.1540948155874161,-0.0282812414640425,-0.7969893129829033,-0.1957967463380381,0.1879960290195043,-0.820098261070443,0.007505785745987,1
911,-0.2045199483414927,-9.568698485109657,0.7432249014195922,-0.7168172222117947,0.1162172515388439,-0.0907537484130168,-0.6303746722386505,-0.1960912359552073,0.4406828681516523,-0.7432284367006696,-0.0118433719317198,1
911,-0.1804452338191805,-0.173138155997019,0.7655312649696243,-0.791685242826447,0.1264237153086212,-0.1174305435991901,-0.2384131559662564,-0.1874696947865432,0.416672300980847,-0.7655347477298824,-0.0113937075123398,1
911,0.0210538273192157,-0.173138155997019,0.8638321841472043,-0.6282134622134158,0.1795506723903676,-0.2051342581258473,0.3420266973520502,-0.1702606299992755,0.3950970937749278,-0.8638354359430077,-0.0134349233376645,1
911,0.0636632584517348,-0.173138155997019,1.019053998214445,-0.7077427454418171,0.3051012227981309,-0.2234608758795188,-0.915008112925906,-0.2044938380347958,0.1304545613426088,-1.019056884503217,-0.0790428142358574,1
911,-0.1364912638675437,-0.173138155997019,1.1174085978420676,-0.7667055374831828,0.4336002934924158,-0.6492557392040812,-0.5041792924648554,-0.1987202842480091,0.241731491000741,-1.1174112528033149,-0.0856084028365805,1
911,-0.4247653664597719,-0.173138155997019,1.1442465856197783,-0.858845759018175,0.480056276162738,-1.0605964112055513,0.231597227880821,-0.1776977903246158,0.4457928205495367,-1.1442491770104866,-0.0635593120432127,1
911,-0.75939119989773,-0.173138155997019,1.5096627151063615,-1.0220666017785742,13.581455665046631,-4.585096765223571,1.1755448410060991,-0.1319710978433807,0.7976482487540584,-1.5096644461809272,-0.1100158230666351,1
911,0.3811910399065802,-0.173138155997019,1.646220251590334,-0.9473381188383864,-2.589758633524786,3.3983600497659645,-0.7013999939789185,-0.1984376242489868,0.2837837024229849,-1.6462216612094955,-0.0915984017983879,1
911,0.0039507955626988,-0.173138155997019,1.7887311966908654,-1.011538546964296,-1.2940414918430727,1.8103930738218996,-0.2855086047350548,-0.1906816120169445,0.5016048558591838,-1.7887322709722049,-0.0858264340109422,1
911,-0.3344596656624052,-0.173138155997019,1.851268416311358,-1.1032696054779343,-1.0878559464972923,1.4131840231208623,0.6604359994332852,-0.1638468692613165,0.7533225359327264,-1.8512693431385692,-0.0586586620785273,1
911,-0.432479035462784,-0.173138155997019,1.4342527935413851,-1.0796593656375586,2.6508865745216155,-0.1570814233715699,1.945741200591532,-0.1166150904262122,1.1831310647683777,-1.434254701754636,0.0089539615562706,1
2005,-0.1993484536612938,-0.173138155997019,-0.0328753105631476,-0.6625276470526424,-0.0574317605649542,-0.0505989941152166,-0.8896488027604663,-0.2015221699774344,0.9238379544173304,0.0328699472542385,-0.0302338883965167,1
2005,-0.1885747139014381,-0.173138155997019,-0.064936129245701,-0.6325107805872344,-0.0609694006483258,-0.0272211368129998,-0.3907014118587976,-0.188906011702415,0.8430875009143698,0.064930690177634,0.0082734399735683,1
2005,-0.1291411183230339,0.0597935364034823,-0.0281558852734449,-0.6357409406334905,-0.0568987161856729,-0.0170639978634196,0.0804830379879929,-0.1755585097145819,0.7629895005255147,0.028150533077556,0.0122550205111414,1
2005,-0.1340935029734506,0.0243308394142872,-0.0203977076116228,-0.6254306092943331,-0.0560154000413682,-0.0254043202181978,0.4507495907240071,-0.1582372399622256,0.7823263753259576,0.0203923736842261,0.0083872892562417,1
2005,-0.2881378134571001,-0.173138155997019,-0.0331093697148856,-0.6743097600000254,-0.05745811301689,-0.0488731041443755,-0.9393607421530542,-0.2004674407508842,0.7198548587358585,0.033104005854828,-0.0291930276560737,1
2005,-0.2738632929941344,-0.173138155997019,-0.0513659778760223,-0.7139671247106557,-0.0594895624088679,-0.0224080467094451,-0.5673677806204439,-0.1890986497924426,0.6900335888491289,0.0513605707630064,0.0123903722719484,1
2005,-0.17185512469704,0.0454924826106515,0.0148926971085045,-0.7350493835584359,-0.0518831739351833,-0.0241645763618,-0.1277378520071275,-0.1733615101779732,0.5972603928714848,-0.0148979481890138,0.0094962448818164,1
2005,-0.2112376626636768,-0.173138155997019,0.0340990475907134,-0.7361325360690223,-0.0495523093621082,-0.0223359554117659,0.2223944944584384,-0.1507730193099091,0.7922271921159638,-0.034104253192415,0.009529568080524,1
2005,-0.2300238578307928,-0.2648497165624812,0.0583256750771691,-0.7322107882144161,-0.0465253921355822,-0.0485686139389829,-0.9285701816106106,-0.1971690128038381,0.7034461807785356,-0.0583308233745861,-0.0248532036295142,1
2005,-0.2184732734198914,-0.173138155997019,0.0576423919392889,-0.7972110106122063,-0.0466121282108561,-0.0376150200587979,-0.5574899176274689,-0.1826939556264641,0.8370287468564801,-0.0576475421025332,0.0009974258292412,1
2005,-0.3017126757567843,0.0257172644804376,0.0235570231177666,-0.8014067465254227,-0.0508390399727735,-0.0462067011627459,-0.0782194873088831,-0.1651461981633301,0.8665890877344347,-0.023562253543196,-7.240323550482116e-05,1
2005,-0.1532780800128978,-0.173138155997019,-0.0776460670244029,-0.6919075975471869,-0.0623327682225973,-0.2351106820002937,0.2224610603212951,-0.1373818921617899,0.6369570976439536,0.0776405982919975,-0.0628079214194834,1
2005,-0.4638491180221603,-0.173138155997019,-0.2330161349546294,-0.705348210284428,-0.0774096837617467,-0.0281366141430679,-0.9247497856239733,-0.1951686243506825,0.8629313394835256,0.2330103006411797,0.0079880556637536,1
2005,-0.581187518743898,0.3258124390512008,-0.2872353050259781,-0.7989680523938683,-0.0820640827739704,-0.0248898407767322,-0.4454199849321527,-0.1785075062844178,1.0213679933150748,0.287229342765387,0.0102905361493585,1
2005,-0.7333743737478035,0.0384978928362105,-0.4388156370891763,-0.8142817951531487,-0.0937158965919156,-0.0258946077540362,0.2528754519577418,-0.1625699827242663,1.2236621516235362,0.4388093178962978,0.0087042252216608,1
2005,-0.8548036583210418,-0.173138155997019,-0.402530138369238,-0.8959718831291004,-0.0910931132844291,-0.8967590638242015,1.1391685212715794,-0.1347471701515717,1.6320516080938976,0.4025239046192783,-0.3022509360270622,1
2005,-0.4506626780479991,-0.173138155997019,0.3348170324741145,-0.9328095642934048,-0.0032849969003979,-0.0331118670354676,-0.7607642483399747,-0.1960696734817415,0.7364328540870545,-0.3348215299631148,0.0006452632433524,1
2005,-0.6169099232584923,-0.173138155997019,0.2782897960400626,-0.9225625728905302,-0.0136793276463195,-0.0886109766713466,-0.0228704907771297,-0.1731840047910008,0.5641844453601148,-0.2782944266360141,-0.0156251511516579,1
2005,-0.7295399482266162,-0.173138155997019,0.2293101213999499,-0.9629505099231164,-0.0219549825097065,-0.1306480353562412,0.9376303321303232,-0.1380149075289241,0.5658009751965788,-0.2293148673303058,-0.0167907215826692,1
2005,-0.966948155382262,-0.173138155997019,-0.1897587697618023,-0.587277938877665,-0.0734857615433647,0.1059270658516727,1.7473471281070525,-0.0944326579561534,0.7091421878201482,0.189753037033119,0.0337672889473591,1
2021,-1.5583286156509475,0.0321028889253263,-1.1146892426345665,0.5040913730486539,-0.129411922497164,-0.0427720144573055,-0.716658631833341,-0.2003096966435562,0.5636440278467292,1.11468133175244,-0.0122366043391429,1
2021,-1.6572916525114108,-0.173138155997019,-1.278826466182607,0.6721675967731239,-0.1354878509742368,-0.0735458059538229,-0.1639391915872864,-0.1899116125200158,0.7187169445109748,1.2788181695812415,-0.0253957929706907,1
2021,-1.5738430996915438,-0.173138155997019,-1.0024021291517706,0.1510463485306966,-0.1248015593587452,-0.1150708063320258,0.2180131455335712,-0.1816207893063646,0.5348922599449674,1.0023944817489885,-0.0395194729873641,1
2021,-1.7152387857286793,-0.173138155997019,-0.644515515451342,-0.2611699833701488,-0.1069293439522907,-0.5146099021399835,0.4579058410623053,-0.1729168344465047,0.3878297040874112,0.6445087133663113,-0.1812136600205277,1
2021,-0.1664446008934425,-0.173138155997019,-0.549348599991487,-0.3488912027303086,-0.1011411817215839,-0.054472251187039,-0.7446830896807127,-0.1990680312692259,0.3060500917498998,0.5493420219633404,-0.0233545428184084,1
2021,-0.3602773008761661,-0.173138155997019,-0.6559640917067519,-0.326331896895682,-0.1075916915360954,-0.0927801015366828,-0.3724940108509545,-0.1871417321440841,0.395364673830439,0.6559572600717365,-0.0369592247349627,1
2021,-0.2701981797686878,-0.173138155997019,-0.5211701829800354,-0.3373653399969996,-0.0993242551035154,-0.1287647351640371,0.1118786620019627,-0.1721174640573089,0.2775753848531442,0.5211636702927994,-0.0400837684821395,1
